security_no,segment,suggested_action,churn_probability
H1HTE6N,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
T4Z6TNW,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
UR8I03I,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.43
MW7AZ09,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.9
GP5UD43,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.77
APJDTRE,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
ZSTLZ2E,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
3KJBJZ7,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
4CY7E4N,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.01
34FU846,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
UBDOE5W,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
O939G11,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
AWONHJ4,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.07
IKQ7RTU,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
UQIC4GK,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.03
5RETX99,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.05
E3SL0KU,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.92
MQ4E3GZ,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.12
8BIS3LY,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
MFEOCSL,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
J5J3ZH7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
8LKPORX,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
7L3N4HW,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
PI814PZ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.16
F3MXJED,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.91
3T5RRXV,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
KVXUBQO,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.81
ML1VCLE,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
DPQD37D,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
DCICECJ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
1B435GD,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
FPG1LBU,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.01
LGBR8DV,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
OWDWYEA,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.18
LL9WRG9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
7QQDW9I,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
FKD52UE,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
9BJLEMK,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
62JGFV8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
Z3OEL8F,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
OHGN6CD,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
P169L14,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
VABORTJ,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.0
YKVADVN,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.09
ZMSJPAY,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
QJBHPD3,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
9KFLYZB,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
PQZTYSQ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.43
Q0LQ2P9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
WU58Y9L,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.19
O5A04SI,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
JDFE61J,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.21
WELBZTU,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
L1YFUWS,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
TH83WHQ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
KRWB0LN,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
4KW3H5H,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
FPEMXH6,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
ER5D5N7,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.07
18OSPOO,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
JZNSL0W,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
SEXN2TQ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
AQ92MAN,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
ZOV5LAE,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
T0A8EI8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
OLCRPN8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
7762YJ3,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.2
E0JFE7I,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
8FQW1K0,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.27
30RPCGO,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
MTA1QQB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
94OGPW9,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.75
6ZZ44XG,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.81
JEKXSPA,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
AIZ4E57,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
EILBQGP,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
IOWTJ25,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
19ZN4CH,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
ZE43TWJ,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.94
D3XMM6A,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.98
0EJB1JA,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.91
8YRNCZZ,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
Q8ZXS35,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
8EF8ZJH,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
47G4O8O,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
YLKCRJ8,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
AGO2MEE,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
KM8J7QI,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
O7FKPZS,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.02
FPO839O,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.85
0PLPEW8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
Y3YDQIH,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.95
NTVRTSW,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.92
P0H0LPX,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
WFN7EE1,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.0
U3WFVQZ,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.19
G37PP74,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
LSOBASG,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
V70K7K4,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
4DGROVU,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
0EG30XV,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
Z3XHO8Q,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
QB2EVN5,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
8Z0GW27,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
HF9AKSB,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.11
TG8E59H,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
F75PAFR,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
TVWE9FO,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.93
3OQSHQI,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
KRP5KZX,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
VEIFRGC,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
VK6Q1QU,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
I0TP1M2,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
JV1I8IF,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.97
HW5IWI7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
QW8S16R,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
ITDY1DO,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
2Q9KRR1,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.98
V3UZSK5,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.42
9VLNSL7,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.07
LFWH0IP,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
9V00PP5,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.24
WD8PYJ6,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
948B4WZ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.27
M6KFKIN,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
TSOYO3H,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
T18BBSW,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
K6P6NYI,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.22
QARH8JT,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.19
VXZV1O3,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
IMYUGS9,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
OA710UG,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
UG0O8TB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
OHYHBXF,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.0
KEOX4AA,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
BYP7XTO,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
9JY2TIQ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
UIKDBY0,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
GYPPYY9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.92
A8XL6QD,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
VTYOI9P,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.17
3AGMHO8,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
NZAGASL,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
SJMFXRV,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
3WK2CVF,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
OBFCL74,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
B8PG3XI,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
HI5U3QB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
THNRY1U,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
KEY3M98,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
3HBBVHE,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
SBXFP63,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
X6GAJZG,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
UZSSWL4,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
MRBJE0Y,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
J8YLC82,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
60WJYNN,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
95M8E9E,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
6C7B2QW,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
I9Q3KIR,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
3HMFW7R,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.56
JG1Q8SN,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.98
0QVF7PH,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
95TVC73,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
UII0IBJ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
ZMU9UMT,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.95
SPXAR4J,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
KF9RF0R,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.95
HH2HTZS,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
RFTCJNS,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
NFCO8VT,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
M8RFCNS,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
8UC1DLA,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
RYKDVCP,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
09VZZEV,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.28
T173A8F,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.24
D95XVO8,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.36
BMYA484,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
38UCH6C,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.08
OGT4TT9,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
2NMZ95M,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
WEHL1O2,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
UQN6ZMJ,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
X4XBN66,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
UB2DYFL,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
3M85GI5,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
87Y1WWE,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
Z9LXG3O,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
Q654INV,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
BGM3V3G,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.91
TITTDOO,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
Y2AC63A,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.24
OPBCTF9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.88
WHLE1V1,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.07
8WERWPE,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
SLSV3K2,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
BN3KIDW,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.07
52A7H7Y,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.92
MIOLY7F,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.87
MREA6D1,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
FI2KAHC,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.7
S74A25A,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
5HFHIDV,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.88
W97YV5S,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
L0GBUPC,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
J5J47HY,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
QEV83I2,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.97
YMZUEZU,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
IA9SSEW,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.57
J6KKG1K,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
HEIHQH9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
1VOMKBW,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.08
OI22AY6,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.18
NVXN9LR,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
ST3W0KI,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.03
HBGOJRF,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
MBDPE8V,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
Y44VF66,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
XJ4II2C,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
T48YHNB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
B7DMKZS,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
LLAYASX,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
OFU4UCJ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.19
IOT9QE5,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.99
BHWF0UJ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
X8I4C3K,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.9
JIVDKVP,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
