age,gender,security_no,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,tenure_days,value_segment,engagement_segment,price_sensitivity,support_risk,profile_tags,churn_probability,segment,prob_Histo,prob_RF,customer_id,top_drivers,last_purchase_days,lifetime_value,avg_order_value,category_affinity,support_tickets
10,1,BUP1S1L,1,0,1.0,1,3,0,10.0,33.23,23051.85,11.0,587.08,1,0,0,1,7,1,91,medium,high,normal,0,value_medium;engagement_high,0.9850456228428656,Standard-At-Risk,0.5761727457335033,0.16,BUP1S1L,low loyalty points; low average order value; short tenure,10.0,2097718.35,23051.85,1,0
58,1,KLLSO69,1,0,0.0,2,2,1,11.0,33.59,6914.86,18.0,603.71,0,1,1,0,0,1,332,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9850407084897269,Standard-At-Risk,0.0011287205188630248,0.0,KLLSO69,low loyalty points; low average order value; short tenure,11.0,2295733.52,6914.86,2,1
15,1,1GEEP0W,0,2,1.0,2,1,2,17.0,0.0,25670.53,13.0,679.09,1,0,1,0,2,1,196,medium,low,normal,1,value_medium;engagement_low;support_risk,0.9850184039019798,Standard-At-Risk,0.9717879661454628,0.97,1GEEP0W,low loyalty points; low average order value; short tenure,17.0,5031423.88,25670.53,2,1
29,0,ILWXP40,1,2,0.0,2,3,0,15.0,338.23,6648.41,33.46020535,697.62,1,0,0,1,7,1,294,low,low,high,0,value_low;engagement_low;price_sensitive,0.9849984219273438,Standard-At-Risk,0.9779156570095917,0.97,ILWXP40,low loyalty points; low average order value; short tenure,15.0,1954632.54,6648.41,2,0
36,1,0YPQDJA,1,2,0.0,2,2,1,12.0,154.01,7731.05,15.0,887.5219442,1,0,1,2,2,1,393,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9849767614450613,VIP-At-Risk,0.006667513614826399,0.03,0YPQDJA,high loyalty points; low average order value; short tenure,12.0,3038302.65,7731.05,2,1
64,1,G7ZGNN5,1,2,1.0,1,2,0,13.0,164.3,11558.38,16.0,697.62,1,0,0,1,1,0,794,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9849532278015555,Standard-At-Risk,0.9740500199118134,0.94,G7ZGNN5,low loyalty points; low average order value; long tenure,13.0,9177353.719999999,11558.38,1,0
38,1,KY5JGF0,0,0,0.0,2,3,2,13.0,172.27,37129.62,14.0,670.06,1,0,1,0,2,1,284,high,medium,normal,1,value_high;engagement_medium;support_risk,0.9849058484174866,Standard-At-Risk,0.965374072658884,0.98,KY5JGF0,low loyalty points; high average order value; short tenure,13.0,10544812.08,37129.62,2,1
39,1,2K2IB1C,0,2,1.0,2,1,2,19.0,221.18,5443.43,20.0,943.84397,1,0,1,2,7,1,684,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.984882793972767,VIP-At-Risk,0.008897331191842862,0.05,2K2IB1C,high loyalty points; low average order value; long tenure,19.0,3723306.12,5443.43,2,1
49,0,3BOVFK5,2,0,0.0,2,2,1,10.0,289.84,975.76,17.0,697.62,0,1,1,0,7,1,202,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9848292413892669,Standard-At-Risk,0.48286782366863173,0.81,3BOVFK5,low loyalty points; low average order value; short tenure,10.0,197103.52,975.76,2,1
27,0,AQYUG60,0,2,0.0,2,1,1,23.0,34.77,6430.15,16.0,697.62,0,1,1,0,7,1,326,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9848247960268018,Standard-At-Risk,0.33376048493947885,0.43,AQYUG60,low loyalty points; low average order value; short tenure,23.0,2096228.9,6430.15,2,1
25,1,G4T3V47,3,0,0.0,2,2,0,23.0,337.23,20069.38,0.0,697.62,0,1,1,0,7,1,94,medium,low,high,1,value_medium;engagement_low;price_sensitive;support_risk,0.9848088656658371,Standard-At-Risk,0.010364130916690955,0.04,G4T3V47,low loyalty points; low average order value; short tenure,23.0,1886521.7200000002,20069.38,2,1
44,1,H7UDA61,2,2,1.0,2,3,2,8.0,52.13,42607.11,19.0,599.92,1,0,1,0,3,1,336,high,high,normal,1,value_high;engagement_high;support_risk,0.9847781648818272,Standard-At-Risk,0.9657768678328146,0.91,H7UDA61,low loyalty points; high average order value; short tenure,8.0,14315988.96,42607.11,2,1
38,0,23B4X0N,0,2,1.0,2,0,0,8.0,570.67,11751.57,22.0,902.9464575,1,0,1,3,7,1,1007,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9847589441267464,VIP-At-Risk,0.0010302845514713144,0.0,23B4X0N,high loyalty points; low average order value; long tenure,8.0,11833830.99,11751.57,2,1
22,0,3CTJEH6,1,2,1.0,2,2,0,1.0,48.12,25253.38,29.0,665.7,0,1,1,4,7,1,226,medium,high,high,1,value_medium;engagement_high;price_sensitive;support_risk,0.9847576600184876,Standard-At-Risk,0.9722660390769771,0.97,3CTJEH6,low loyalty points; low average order value; short tenure,1.0,5707263.88,25253.38,2,1
14,0,NS41FGG,1,0,0.0,2,2,1,24.0,245.44,32370.11,22.0,939.3425476,0,1,1,4,0,1,160,medium,low,high,1,value_medium;engagement_low;price_sensitive;support_risk,0.9847472941751024,VIP-At-Risk,0.9773367006900217,0.99,NS41FGG,high loyalty points; high average order value; short tenure,24.0,5179217.6,32370.11,2,1
46,1,044CSCV,1,0,1.0,2,0,2,20.0,255.1,39855.0,24.0,666.14,1,0,1,0,2,1,455,high,low,normal,1,value_high;engagement_low;support_risk,0.9847445347053114,Standard-At-Risk,0.9697799060181252,0.9,044CSCV,low loyalty points; high average order value; short tenure,20.0,18134025.0,39855.0,2,1
36,1,FS4HHS3,1,0,1.0,2,2,0,12.0,0.0,8002.79,25.0,1577.495735,0,1,0,1,0,1,452,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9847365251941697,VIP-At-Risk,0.012694681585588155,0.05,FS4HHS3,high loyalty points; low average order value; short tenure,12.0,3617261.08,8002.79,2,0
36,0,GI7AJEE,0,2,0.0,2,3,2,11.0,113.68,6990.12,29.0,620.67,0,1,1,0,2,1,376,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9847227138270093,Standard-At-Risk,0.9418723778859946,0.89,GI7AJEE,low loyalty points; low average order value; short tenure,11.0,2628285.12,6990.12,2,1
12,1,1GVSCU7,1,2,1.0,0,2,1,11.0,1216.150919,21394.24,37.57759299,130.9908355,1,0,0,1,7,1,87,medium,medium,normal,0,value_medium;engagement_medium,0.9847092175590865,Standard-At-Risk,0.013082783517602269,0.18,1GVSCU7,low loyalty points; low average order value; short tenure,11.0,1861298.8800000001,21394.24,0,0
26,0,36DLFXO,0,2,0.0,1,1,0,15.0,170.45,35615.51,22.0,547.5,1,0,0,1,7,1,2,medium,low,normal,0,value_medium;engagement_low,0.9847078089424864,Standard-At-Risk,0.9716969093861567,0.96,36DLFXO,low loyalty points; high average order value; short tenure,15.0,71231.02,35615.51,1,0
47,1,KKUMKD7,1,0,0.0,2,2,0,4.0,814.2791286,39834.78,24.0,630.73,0,1,1,0,0,1,270,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9847041483431658,Standard-At-Risk,0.9429431740953339,0.97,KKUMKD7,low loyalty points; high average order value; short tenure,4.0,10755390.6,39834.78,2,1
54,0,F352KSY,1,2,0.0,2,1,1,23.0,241.42,4522.2,12.0,697.62,0,1,0,1,7,1,235,low,low,high,0,value_low;engagement_low;price_sensitive,0.9846082531548331,Standard-At-Risk,0.9618822246410591,0.98,F352KSY,low loyalty points; low average order value; short tenure,23.0,1062717.0,4522.2,2,0
25,1,BBB7HRS,1,0,1.0,0,2,0,2.0,468.04,11414.87,6.0,635.78,0,1,0,1,7,1,3,low,high,high,0,value_low;engagement_high;price_sensitive,0.984590709856775,Standard-At-Risk,0.002546632721350896,0.0,BBB7HRS,low loyalty points; low average order value; short tenure,2.0,34244.61,11414.87,0,0
14,1,FQRBFQV,2,0,0.0,0,2,1,7.0,149.92,33150.91,16.0,944.8021712,0,1,1,0,1,1,123,medium,high,high,1,value_medium;engagement_high;price_sensitive;support_risk,0.9845864864269884,VIP-At-Risk,0.002362969519127623,0.0,FQRBFQV,high loyalty points; high average order value; short tenure,7.0,4077561.9300000006,33150.91,0,1
62,0,KV99OYJ,1,2,1.0,2,1,0,13.0,913.8559987,14141.45,16.0,699.48,0,1,1,2,7,1,89,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9845813393110988,VIP-At-Risk,0.9641700209691905,0.98,KV99OYJ,high loyalty points; low average order value; short tenure,13.0,1258589.05,14141.45,2,1
53,0,004GGW7,2,2,1.0,2,2,1,11.0,557.84,18847.53,12.0,674.08,0,1,1,0,2,1,214,medium,medium,high,1,value_medium;engagement_medium;price_sensitive;support_risk,0.9845609890332035,Standard-At-Risk,0.9658306744423892,0.98,004GGW7,low loyalty points; low average order value; short tenure,11.0,4033371.42,18847.53,2,1
45,1,T8EXMMA,1,2,0.0,2,3,0,8.0,173.59,37318.96,16.0,882.2703301,0,1,1,3,7,1,437,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9845496708475865,VIP-At-Risk,0.028216233953550295,0.06,T8EXMMA,high loyalty points; high average order value; short tenure,8.0,16308385.52,37318.96,2,1
27,1,RWGCSCS,0,2,1.0,2,2,1,3.0,203.15,48727.53,11.0,616.73,0,1,1,0,3,1,476,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9845437162449873,Standard-At-Risk,0.659643760335344,0.91,RWGCSCS,low loyalty points; high average order value; short tenure,3.0,23194304.28,48727.53,2,1
53,1,QWIAN3Y,2,0,0.0,2,3,2,10.0,48.02,20436.28,5.0,676.57,0,1,1,0,7,1,382,medium,high,high,1,value_medium;engagement_high;price_sensitive;support_risk,0.9845215978369087,Standard-At-Risk,0.8135039856673247,0.85,QWIAN3Y,low loyalty points; low average order value; short tenure,10.0,7806658.96,20436.28,2,1
60,1,URWJY4R,3,2,0.0,2,1,2,15.0,324.77,8959.51,19.0,716.11,1,0,1,3,7,1,348,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9844947747227077,VIP-At-Risk,0.0024109782546003072,0.0,URWJY4R,high loyalty points; low average order value; short tenure,15.0,3117909.48,8959.51,2,1
44,1,Z28UMIB,1,0,1.0,2,1,2,20.0,32.76,29614.07,28.0,516.76,1,0,1,0,1,1,237,medium,low,normal,1,value_medium;engagement_low;support_risk,0.9844904562334471,Standard-At-Risk,0.009514154452977912,0.02,Z28UMIB,low loyalty points; high average order value; short tenure,20.0,7018534.59,29614.07,2,1
54,1,O2SR712,1,2,0.0,0,1,0,7.0,110.88,19661.27,29.0,155.3779668,1,0,1,3,7,1,186,medium,high,normal,1,value_medium;engagement_high;support_risk,0.9844889704817119,Standard-At-Risk,0.9527373347247177,0.98,O2SR712,low loyalty points; low average order value; short tenure,7.0,3656996.22,19661.27,0,1
39,1,2WNSHLV,1,2,0.0,0,2,1,4.0,128.73,47120.36,12.0,945.0816187,0,1,1,0,1,1,742,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9844861942308317,VIP-At-Risk,0.9736390337024688,0.98,2WNSHLV,high loyalty points; high average order value; long tenure,4.0,34963307.12,47120.36,0,1
61,0,31K13XX,2,2,0.0,2,1,2,6.0,234.43,40538.69,10.0,663.15,0,1,1,0,1,1,377,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9844541513275784,Standard-At-Risk,0.5114836867926924,0.18,31K13XX,low loyalty points; high average order value; short tenure,6.0,15283086.13,40538.69,2,1
49,1,MSMIFH4,0,0,0.0,2,0,2,11.0,399.22,25897.98,9.0,624.38,1,0,1,0,1,1,141,medium,medium,normal,1,value_medium;engagement_medium;support_risk,0.984436063893497,Standard-At-Risk,0.002594436987625797,0.02,MSMIFH4,low loyalty points; low average order value; short tenure,11.0,3651615.18,25897.98,2,1
56,1,8LRPRHX,2,2,0.0,0,1,1,23.0,98.21,8326.81,29.0,900.2147628,1,0,0,1,0,1,771,low,low,high,0,value_low;engagement_low;price_sensitive,0.9844255571905665,VIP-At-Risk,0.0013224408041196795,0.01,8LRPRHX,high loyalty points; low average order value; long tenure,23.0,6419970.51,8326.81,0,0
57,1,WAZNIXW,0,2,0.0,2,2,1,18.0,80.3,37887.53,10.0,690.08,0,1,1,0,3,1,310,high,low,high,1,value_high;engagement_low;price_sensitive;support_risk,0.984421250981701,Standard-At-Risk,0.9672485000230955,0.99,WAZNIXW,low loyalty points; high average order value; short tenure,18.0,11745134.299999999,37887.53,2,1
56,0,7C3YU7J,3,2,1.0,2,2,1,4.0,86.82,3672.22,16.0,697.62,0,1,0,1,7,1,370,low,high,high,0,value_low;engagement_high;price_sensitive,0.9844061468080413,Standard-At-Risk,0.011379307347011394,0.01,7C3YU7J,low loyalty points; low average order value; short tenure,4.0,1358721.4,3672.22,2,0
17,0,S18DNTI,1,2,1.0,2,3,0,13.0,869.87,33507.35,20.0,617.83,1,1,1,0,0,1,334,medium,medium,high,1,value_medium;engagement_medium;price_sensitive;support_risk,0.9843072810753899,Standard-At-Risk,0.012370440124714851,0.08,S18DNTI,low loyalty points; high average order value; short tenure,13.0,11191454.9,33507.35,2,1
47,1,AGGJAX3,0,0,1.0,2,2,2,18.0,34.84,31928.3,18.0,697.62,0,1,1,0,7,1,67,medium,low,high,1,value_medium;engagement_low;price_sensitive;support_risk,0.9842905780368277,Standard-At-Risk,0.49116161100005595,0.9,AGGJAX3,low loyalty points; high average order value; short tenure,18.0,2139196.1,31928.3,2,1
18,1,0PLQ0T7,2,0,0.0,2,1,2,17.0,78.24,45558.31,5.0,588.19,0,1,1,0,1,1,237,high,low,high,1,value_high;engagement_low;price_sensitive;support_risk,0.9842785868606587,Standard-At-Risk,0.008549115409434987,0.03,0PLQ0T7,low loyalty points; high average order value; short tenure,17.0,10797319.469999999,45558.31,2,1
37,1,BUD7EU6,1,0,0.0,2,3,2,16.0,431.54,33230.74,26.0,697.62,1,0,1,0,0,1,61,medium,low,normal,1,value_medium;engagement_low;support_risk,0.9842717500222616,Standard-At-Risk,0.47738282762131296,0.18,BUD7EU6,low loyalty points; high average order value; short tenure,16.0,2027075.14,33230.74,2,1
22,0,LYV3X0W,0,0,0.0,2,1,0,25.0,31.67,23030.9,13.0,627.86,0,1,1,0,2,1,309,medium,low,high,1,value_medium;engagement_low;price_sensitive;support_risk,0.9842251109451989,Standard-At-Risk,0.9685757621774687,1.0,LYV3X0W,low loyalty points; low average order value; short tenure,25.0,7116548.100000001,23030.9,2,1
23,0,66CBTPZ,0,2,1.0,2,0,1,9.0,751.39,31092.98,9.0,696.18,1,0,1,0,3,1,42,medium,high,normal,1,value_medium;engagement_high;support_risk,0.9842239428383879,Standard-At-Risk,0.9676038089023857,0.98,66CBTPZ,low loyalty points; high average order value; short tenure,9.0,1305905.16,31092.98,2,1
34,1,OS10LZG,3,0,0.0,2,1,2,10.0,605.96,21652.52,28.0,561.04,1,0,1,0,2,1,137,medium,high,normal,1,value_medium;engagement_high;support_risk,0.9842098677325364,Standard-At-Risk,0.970893296550755,0.97,OS10LZG,low loyalty points; low average order value; short tenure,10.0,2966395.24,21652.52,2,1
26,0,2FJH1OF,1,2,0.0,2,2,2,17.0,235.28,27076.16,9.0,701.54,1,0,1,0,7,1,208,medium,low,normal,1,value_medium;engagement_low;support_risk,0.9841944902508674,VIP-At-Risk,0.002156745637977009,0.0,2FJH1OF,high loyalty points; low average order value; short tenure,17.0,5631841.28,27076.16,2,1
10,1,0TOKN99,2,0,0.0,0,2,1,23.0,208.8,5359.8,16.0,614.71,1,1,0,1,1,1,289,low,low,high,0,value_low;engagement_low;price_sensitive,0.9841784898373194,Standard-At-Risk,0.9275380881324473,0.96,0TOKN99,low loyalty points; low average order value; short tenure,23.0,1548982.2,5359.8,0,0
47,1,Y2DB9J3,2,0,0.0,2,1,2,13.0,31.87,3155.66,22.0,620.07,1,0,1,0,0,1,197,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9841685681702858,Standard-At-Risk,0.0010684219079191853,0.01,Y2DB9J3,low loyalty points; low average order value; short tenure,13.0,621665.02,3155.66,2,1
32,1,J6KKG1K,0,2,0.0,2,1,1,14.0,144.36,28729.58,8.0,630.69,1,0,1,0,7,1,206,medium,medium,normal,1,value_medium;engagement_medium;support_risk,0.984150630031378,Standard-At-Risk,0.9735844446676479,0.99,J6KKG1K,low loyalty points; high average order value; short tenure,14.0,5918293.48,28729.58,2,1
37,0,Z4P5GFN,2,2,1.0,1,1,1,10.0,169.74,45726.87,16.0,940.6889735,0,1,1,4,3,1,616,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9841501486922856,VIP-At-Risk,0.9548981569455431,0.92,Z4P5GFN,high loyalty points; high average order value; long tenure,10.0,28167751.92,45726.87,1,1
11,1,QFS4B0T,0,0,0.0,0,1,0,1.0,175.13,2032.48,25.0,524.22,1,0,1,2,7,1,410,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9841293357741122,Standard-At-Risk,0.9742344985739235,1.0,QFS4B0T,low loyalty points; low average order value; short tenure,1.0,833316.8,2032.48,0,1
57,0,JF8K327,3,2,0.0,1,3,2,2.0,32.61,17270.27,21.0,676.58,1,0,1,3,7,1,597,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9841244599045121,Standard-At-Risk,0.4722609098293277,0.88,JF8K327,low loyalty points; low average order value; long tenure,2.0,10310351.19,17270.27,1,1
61,1,US2FS5G,1,0,1.0,2,3,0,4.0,44.23,3105.85,19.0,530.84,1,0,1,0,1,1,413,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9841153288013935,Standard-At-Risk,0.9759764503184947,0.96,US2FS5G,low loyalty points; low average order value; short tenure,4.0,1282716.05,3105.85,2,1
54,0,KBGDPN1,0,0,0.0,0,2,0,9.0,129.6,20451.58,16.0,718.71,1,0,1,0,0,1,883,medium,high,normal,1,value_medium;engagement_high;support_risk,0.9841044220108355,VIP-At-Risk,0.013924461455297802,0.06,KBGDPN1,high loyalty points; low average order value; long tenure,9.0,18058745.14,20451.58,0,1
41,1,HJNLREQ,3,0,1.0,2,1,0,4.0,34.5,33320.12,18.0,600.89,0,1,1,0,0,1,477,medium,high,high,1,value_medium;engagement_high;price_sensitive;support_risk,0.9840956713682529,Standard-At-Risk,0.9679441499252845,1.0,HJNLREQ,low loyalty points; high average order value; short tenure,4.0,15893697.240000002,33320.12,2,1
17,1,368Y8VG,0,2,1.0,1,2,0,23.0,183.26,5413.55,21.0,899.1431564,0,1,1,4,1,1,1070,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.984079720512033,VIP-At-Risk,0.5284853776960415,0.29,368Y8VG,high loyalty points; low average order value; long tenure,23.0,5792498.5,5413.55,1,1
10,1,X439H8J,0,0,0.0,2,3,2,7.0,266.78,44590.52,18.0,634.65,1,1,0,1,7,1,405,high,high,high,0,value_high;engagement_high;price_sensitive,0.9840734007191888,Standard-At-Risk,0.49716306639854185,0.85,X439H8J,low loyalty points; high average order value; short tenure,7.0,18059160.599999998,44590.52,2,0
59,0,HB9LYXA,0,2,1.0,2,3,2,24.0,351.78,24841.21,18.0,617.69,0,1,1,3,7,1,207,medium,low,high,1,value_medium;engagement_low;price_sensitive;support_risk,0.9840597265221389,Standard-At-Risk,0.9743167623587462,0.94,HB9LYXA,low loyalty points; low average order value; short tenure,24.0,5142130.47,24841.21,2,1
54,0,M59YZVI,1,2,0.0,2,1,1,14.0,218.57,41497.54,23.0,633.82,1,0,1,0,7,1,338,high,medium,normal,1,value_high;engagement_medium;support_risk,0.9840160872721471,Standard-At-Risk,0.9262041801357042,0.91,M59YZVI,low loyalty points; high average order value; short tenure,14.0,14026168.52,41497.54,2,1
37,0,0V9CRXM,0,2,1.0,2,2,2,17.0,187.77,2907.02,11.0,692.45,1,0,1,0,2,1,280,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.98400449176496,Standard-At-Risk,0.9734210949608165,0.97,0V9CRXM,low loyalty points; low average order value; short tenure,17.0,813965.6,2907.02,2,1
64,0,UIKDBY0,0,0,1.0,2,1,2,15.0,31.1,44214.34,27.0,672.58,1,0,1,0,3,1,475,high,low,normal,1,value_high;engagement_low;support_risk,0.9839996898121258,Standard-At-Risk,0.9575875128836975,1.0,UIKDBY0,low loyalty points; high average order value; short tenure,15.0,21001811.5,44214.34,2,1
12,0,9ENN4CZ,1,2,0.0,1,1,0,13.0,34.08,27939.68,29.0,675.46,1,0,1,3,7,1,61,medium,medium,normal,1,value_medium;engagement_medium;support_risk,0.9839615957703477,Standard-At-Risk,0.0022773790769500027,0.01,9ENN4CZ,low loyalty points; high average order value; short tenure,13.0,1704320.48,27939.68,1,1
43,1,954K9CR,1,2,0.0,2,2,2,14.0,185.56,8093.92,45.71683637,705.86,1,0,0,1,7,1,282,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9839429703386527,VIP-At-Risk,0.9721405716334778,0.99,954K9CR,high loyalty points; low average order value; short tenure,14.0,2282485.44,8093.92,2,0
46,1,8VMEEHO,0,2,1.0,2,2,0,18.0,147.84,5345.5,16.0,716.05,1,0,1,0,1,1,70,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9839410025443193,VIP-At-Risk,0.7616004956088683,0.74,8VMEEHO,high loyalty points; low average order value; short tenure,18.0,374185.0,5345.5,2,1
11,1,OB2EU7F,1,2,1.0,1,2,1,15.0,33.12,23211.06,27.0,619.85,1,0,1,2,7,1,289,medium,low,normal,1,value_medium;engagement_low;support_risk,0.9838816525097749,Standard-At-Risk,0.002452171189036967,0.01,OB2EU7F,low loyalty points; low average order value; short tenure,15.0,6707996.340000001,23211.06,1,1
52,0,FKDT5R2,0,2,0.0,1,3,1,16.0,1233.775939,40630.47,24.0,710.69,1,0,0,1,7,1,1047,high,low,normal,0,value_high;engagement_low,0.9838669085952356,VIP-At-Risk,0.00040687117408891267,0.0,FKDT5R2,high loyalty points; high average order value; long tenure,16.0,42540102.09,40630.47,1,0
56,0,APHBH8V,1,2,0.0,0,2,2,3.0,31.71,9008.53,5.0,662.05,1,0,1,4,7,1,478,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9838499784968799,Standard-At-Risk,0.0019832688085146084,0.01,APHBH8V,low loyalty points; low average order value; short tenure,3.0,4306077.34,9008.53,0,1
64,1,ZCH5LAW,2,2,0.0,0,1,1,1.0,805.99,45178.01,15.0,697.62,0,1,1,4,7,1,1043,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9838353557921599,Standard-At-Risk,0.967854826730187,0.99,ZCH5LAW,low loyalty points; high average order value; long tenure,1.0,47120664.43,45178.01,0,1
